lr23,lr_sent,lr23_sent,naive,split,benchmark
0.8222222222222222,0.5888888888888889,0.8,0.8,182,UMCSENT
1.0,0.7999999999999999,1.0,0.688888888888889,183,UMCSENT
0.8222222222222223,0.44444444444444453,0.7777777777777778,0.9777777777777777,184,UMCSENT
0.9333333333333333,0.7333333333333334,0.9333333333333333,0.6444444444444445,185,UMCSENT
0.6666666666666667,0.7555555555555555,0.6666666666666667,0.9333333333333333,186,UMCSENT
0.6000000000000001,0.6888888888888889,0.6000000000000001,0.6444444444444445,187,UMCSENT
0.8666666666666667,0.5777777777777778,0.8666666666666667,0.9111111111111112,188,UMCSENT
0.8444444444444446,0.6000000000000001,0.8,0.8444444444444444,189,UMCSENT
0.8,0.9111111111111111,0.7777777777777778,0.688888888888889,190,UMCSENT
0.9111111111111112,0.5222222222222224,0.9111111111111112,0.8444444444444446,191,UMCSENT
0.8666666666666667,0.5444444444444445,0.8666666666666667,0.7333333333333334,192,UMCSENT
0.8222222222222223,0.8444444444444444,0.8,0.8888888888888888,193,UMCSENT
0.8666666666666667,0.6222222222222222,0.8666666666666667,0.8222222222222223,194,UMCSENT
0.8222222222222222,0.5111111111111112,0.8222222222222222,0.9111111111111111,195,UMCSENT
0.9777777777777777,0.5333333333333333,0.9777777777777777,0.8222222222222223,196,UMCSENT
0.8888888888888888,0.7777777777777779,0.8888888888888888,0.8222222222222223,197,UMCSENT
0.6666666666666667,0.3555555555555556,0.6888888888888889,0.8666666666666667,198,UMCSENT
0.8,0.6888888888888889,0.8,0.7333333333333334,199,UMCSENT
0.9111111111111111,0.8888888888888888,0.9111111111111111,0.8,200,UMCSENT
0.6444444444444445,0.5111111111111111,0.6222222222222222,0.7777777777777778,201,UMCSENT
0.8666666666666667,0.6666666666666667,0.8666666666666667,0.9333333333333333,202,UMCSENT
0.888888888888889,0.8,0.8666666666666667,0.7333333333333334,203,UMCSENT
0.8444444444444446,0.3666666666666667,0.7777777777777778,0.9111111111111112,204,UMCSENT
0.7777777777777778,0.6,0.7777777777777778,0.8666666666666667,205,UMCSENT
0.9777777777777777,0.5555555555555556,0.9555555555555555,0.8666666666666667,206,UMCSENT
0.8666666666666667,0.5777777777777777,0.8666666666666667,0.8,207,UMCSENT
0.888888888888889,0.37777777777777777,0.9111111111111111,0.8666666666666667,208,UMCSENT
0.9111111111111112,0.6444444444444445,0.9111111111111112,0.8666666666666667,209,UMCSENT
0.8444444444444446,0.6222222222222222,0.8444444444444446,0.8666666666666667,210,UMCSENT
0.9555555555555556,0.7444444444444445,0.9555555555555556,0.6000000000000001,211,UMCSENT
0.8888888888888888,0.8,0.8888888888888888,0.7777777777777778,212,UMCSENT
0.7555555555555555,0.5777777777777777,0.7555555555555555,0.9111111111111111,213,UMCSENT
0.7555555555555555,0.4666666666666667,0.7555555555555555,0.8,214,UMCSENT
0.8222222222222222,0.3777777777777778,0.8444444444444446,0.8222222222222223,215,UMCSENT
